5.400126880902662379e+03,1.096400273619090804e+01
5.400114754968085435e+03,9.028922624813034759e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400114754968085435e+03,9.028922624813034759e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400012039127163007e+03,2.918572379464027033e+00
5.400058722533322907e+03,4.473802492704104239e+00
5.400003360716952557e+03,2.290401211517716362e+00
5.400022289384208307e+03,3.834273656373650585e+00
5.400008255159475084e+03,2.653601209089014201e+00
5.400013852489703822e+03,3.103514081284579174e+00
5.400014639639639427e+03,3.163663663663663694e+00
5.400014639639639427e+03,3.163663663663663694e+00
5.400016165413533599e+03,3.380028597133860391e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400114754968085435e+03,9.028922624813034759e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400060130218306767e+03,5.481870150502857975e+00
5.400008255159475084e+03,2.653601209089014201e+00
5.400093871653590213e+03,7.704388381600561608e+00
5.400114754968085435e+03,9.028922624813034759e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400014639639639427e+03,3.163663663663663694e+00
5.400114754968085435e+03,9.028922624813034759e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400124959452446092e+03,9.088542418507504550e+00
5.400067572022769127e+03,5.966415081408952936e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400098307714735711e+03,8.023105996746966895e+00
5.400010138941043806e+03,2.709335259227050763e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400022289384208307e+03,3.834273656373650585e+00
5.400141819746861984e+03,1.160214538523362116e+01
5.400016961929890385e+03,3.440216445823305769e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400114754968085435e+03,9.028922624813034759e+00
5.400002611940298266e+03,2.038888888888888751e+00
5.400101630245280830e+03,8.439593907399977724e+00
5.400022289384208307e+03,3.834273656373650585e+00
5.400141819746861984e+03,1.160214538523362116e+01
5.400141819746861984e+03,1.160214538523362116e+01
5.400014639639639427e+03,3.163663663663663694e+00
5.400114754968085435e+03,9.028922624813034759e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400126880902662379e+03,1.096400273619090804e+01
5.400075475579917111e+03,7.225662837510652636e+00
5.400114754968085435e+03,9.028922624813034759e+00
5.400012039127163007e+03,2.918572379464027033e+00
5.400023845571537095e+03,4.043179377187703594e+00
5.400141819746861984e+03,1.160214538523362116e+01
5.400141819746861984e+03,1.160214538523362116e+01
5.400114754968085435e+03,9.028922624813034759e+00
