2.440000000000000000e+03,1.016000000000000000e+03,1.479000000000000000e+03,2.046000000000000000e+03,2.073000000000000000e+03,1.776000000000000000e+03,7.240000000000000000e+02
1.776000000000000000e+03,4.400000000000000000e+01,2.046000000000000000e+03,2.440000000000000000e+03,1.625000000000000000e+03,2.073000000000000000e+03,1.479000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03,1.757000000000000000e+03,2.440000000000000000e+03,2.144000000000000000e+03,1.427000000000000000e+03
1.776000000000000000e+03,4.400000000000000000e+01,2.073000000000000000e+03,1.625000000000000000e+03,2.440000000000000000e+03,2.046000000000000000e+03,1.479000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03,1.757000000000000000e+03,1.427000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03,2.144000000000000000e+03,1.427000000000000000e+03,1.980000000000000000e+03,1.757000000000000000e+03
1.613000000000000000e+03,1.427000000000000000e+03,1.980000000000000000e+03,1.625000000000000000e+03,1.821000000000000000e+03,2.073000000000000000e+03,1.016000000000000000e+03
1.625000000000000000e+03,1.827000000000000000e+03,1.427000000000000000e+03,1.613000000000000000e+03,2.046000000000000000e+03,7.240000000000000000e+02,2.144000000000000000e+03
1.427000000000000000e+03,1.625000000000000000e+03,2.440000000000000000e+03,2.046000000000000000e+03,2.144000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03
1.625000000000000000e+03,1.757000000000000000e+03,1.427000000000000000e+03,2.015000000000000000e+03,2.046000000000000000e+03,1.613000000000000000e+03,2.144000000000000000e+03
1.613000000000000000e+03,1.980000000000000000e+03,1.827000000000000000e+03,1.625000000000000000e+03,1.427000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
1.613000000000000000e+03,1.427000000000000000e+03,1.980000000000000000e+03,2.046000000000000000e+03,2.440000000000000000e+03,2.144000000000000000e+03,1.625000000000000000e+03
1.613000000000000000e+03,1.427000000000000000e+03,1.980000000000000000e+03,2.046000000000000000e+03,2.440000000000000000e+03,2.144000000000000000e+03,1.625000000000000000e+03
1.757000000000000000e+03,1.613000000000000000e+03,1.980000000000000000e+03,1.625000000000000000e+03,1.427000000000000000e+03,2.440000000000000000e+03,2.144000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.144000000000000000e+03,1.427000000000000000e+03,1.757000000000000000e+03,2.599000000000000000e+03,2.440000000000000000e+03
1.776000000000000000e+03,4.400000000000000000e+01,2.046000000000000000e+03,1.625000000000000000e+03,2.440000000000000000e+03,2.073000000000000000e+03,1.479000000000000000e+03
1.625000000000000000e+03,1.427000000000000000e+03,1.757000000000000000e+03,2.599000000000000000e+03,1.613000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
1.625000000000000000e+03,1.757000000000000000e+03,2.599000000000000000e+03,1.613000000000000000e+03,1.427000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
1.613000000000000000e+03,1.427000000000000000e+03,1.980000000000000000e+03,1.625000000000000000e+03,2.264000000000000000e+03,2.215000000000000000e+03,1.821000000000000000e+03
1.625000000000000000e+03,1.757000000000000000e+03,1.427000000000000000e+03,2.015000000000000000e+03,2.046000000000000000e+03,1.613000000000000000e+03,2.144000000000000000e+03
1.625000000000000000e+03,2.264000000000000000e+03,2.215000000000000000e+03,1.016000000000000000e+03,2.073000000000000000e+03,1.641000000000000000e+03,1.821000000000000000e+03
1.776000000000000000e+03,2.073000000000000000e+03,2.440000000000000000e+03,2.046000000000000000e+03,1.625000000000000000e+03,4.400000000000000000e+01,1.479000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03,1.757000000000000000e+03,2.144000000000000000e+03,1.427000000000000000e+03,2.440000000000000000e+03
1.613000000000000000e+03,1.427000000000000000e+03,1.980000000000000000e+03,1.625000000000000000e+03,2.046000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
2.073000000000000000e+03,1.625000000000000000e+03,2.046000000000000000e+03,1.776000000000000000e+03,2.440000000000000000e+03,4.400000000000000000e+01,1.479000000000000000e+03
1.625000000000000000e+03,1.757000000000000000e+03,2.440000000000000000e+03,2.144000000000000000e+03,1.427000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03,1.757000000000000000e+03,1.427000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
2.073000000000000000e+03,1.016000000000000000e+03,2.440000000000000000e+03,2.264000000000000000e+03,1.613000000000000000e+03,1.625000000000000000e+03,1.821000000000000000e+03
1.613000000000000000e+03,1.427000000000000000e+03,2.073000000000000000e+03,1.821000000000000000e+03,1.641000000000000000e+03,2.215000000000000000e+03,1.016000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03,1.757000000000000000e+03,1.427000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
1.625000000000000000e+03,2.599000000000000000e+03,1.427000000000000000e+03,1.757000000000000000e+03,2.144000000000000000e+03,1.613000000000000000e+03,2.440000000000000000e+03
1.427000000000000000e+03,2.264000000000000000e+03,2.215000000000000000e+03,1.016000000000000000e+03,2.073000000000000000e+03,1.641000000000000000e+03,1.821000000000000000e+03
2.599000000000000000e+03,1.427000000000000000e+03,1.980000000000000000e+03,1.625000000000000000e+03,1.613000000000000000e+03,2.144000000000000000e+03,2.046000000000000000e+03
1.625000000000000000e+03,1.757000000000000000e+03,2.599000000000000000e+03,1.613000000000000000e+03,1.427000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
1.625000000000000000e+03,2.599000000000000000e+03,1.757000000000000000e+03,1.613000000000000000e+03,1.427000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03,2.144000000000000000e+03,1.427000000000000000e+03,2.046000000000000000e+03,2.440000000000000000e+03
4.400000000000000000e+01,1.776000000000000000e+03,2.073000000000000000e+03,2.046000000000000000e+03,2.440000000000000000e+03,1.016000000000000000e+03,1.479000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.144000000000000000e+03,2.046000000000000000e+03,1.757000000000000000e+03,1.427000000000000000e+03,2.440000000000000000e+03
1.625000000000000000e+03,1.427000000000000000e+03,1.613000000000000000e+03,1.757000000000000000e+03,2.599000000000000000e+03,2.144000000000000000e+03,2.440000000000000000e+03
1.776000000000000000e+03,4.400000000000000000e+01,2.073000000000000000e+03,2.440000000000000000e+03,1.625000000000000000e+03,2.046000000000000000e+03,1.479000000000000000e+03
1.980000000000000000e+03,2.144000000000000000e+03,1.827000000000000000e+03,2.046000000000000000e+03,1.613000000000000000e+03,1.427000000000000000e+03,1.625000000000000000e+03
2.440000000000000000e+03,1.625000000000000000e+03,7.240000000000000000e+02,1.776000000000000000e+03,2.046000000000000000e+03,2.073000000000000000e+03,1.479000000000000000e+03
1.625000000000000000e+03,2.144000000000000000e+03,2.599000000000000000e+03,2.046000000000000000e+03,1.613000000000000000e+03,1.427000000000000000e+03,2.440000000000000000e+03
4.400000000000000000e+01,1.776000000000000000e+03,2.073000000000000000e+03,2.046000000000000000e+03,2.440000000000000000e+03,1.016000000000000000e+03,1.479000000000000000e+03
4.400000000000000000e+01,1.776000000000000000e+03,2.440000000000000000e+03,2.046000000000000000e+03,2.073000000000000000e+03,1.016000000000000000e+03,1.479000000000000000e+03
1.613000000000000000e+03,1.427000000000000000e+03,1.980000000000000000e+03,2.046000000000000000e+03,2.440000000000000000e+03,2.144000000000000000e+03,1.625000000000000000e+03
1.776000000000000000e+03,2.046000000000000000e+03,2.073000000000000000e+03,2.440000000000000000e+03,1.625000000000000000e+03,4.400000000000000000e+01,1.479000000000000000e+03
1.625000000000000000e+03,1.427000000000000000e+03,2.599000000000000000e+03,1.757000000000000000e+03,2.144000000000000000e+03,1.613000000000000000e+03,2.440000000000000000e+03
2.073000000000000000e+03,2.440000000000000000e+03,2.046000000000000000e+03,7.240000000000000000e+02,1.016000000000000000e+03,1.776000000000000000e+03,1.479000000000000000e+03
2.215000000000000000e+03,1.385000000000000000e+03,2.073000000000000000e+03,1.613000000000000000e+03,2.264000000000000000e+03,1.625000000000000000e+03,1.821000000000000000e+03
1.479000000000000000e+03,4.400000000000000000e+01,2.046000000000000000e+03,1.625000000000000000e+03,2.073000000000000000e+03,2.440000000000000000e+03,1.776000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03,2.144000000000000000e+03,1.427000000000000000e+03,1.980000000000000000e+03,1.757000000000000000e+03
1.625000000000000000e+03,1.613000000000000000e+03,2.599000000000000000e+03,1.757000000000000000e+03,2.440000000000000000e+03,2.144000000000000000e+03,1.427000000000000000e+03
1.479000000000000000e+03,1.016000000000000000e+03,2.440000000000000000e+03,2.046000000000000000e+03,4.400000000000000000e+01,1.776000000000000000e+03,2.073000000000000000e+03
4.400000000000000000e+01,2.046000000000000000e+03,1.479000000000000000e+03,1.776000000000000000e+03,2.073000000000000000e+03,1.016000000000000000e+03,2.440000000000000000e+03
2.073000000000000000e+03,2.046000000000000000e+03,1.776000000000000000e+03,2.440000000000000000e+03,1.625000000000000000e+03,4.400000000000000000e+01,1.479000000000000000e+03
